"year" "month" "day" "downscaled.tmin.degC"
1975 9 17 15.13
1975 9 18 15.92
1975 9 19 17.2
1975 9 20 17.6
1975 9 21 13.41
1975 9 22 13.34
1975 9 23 14.93
1975 9 24 13.37
1975 9 25 14.39
1975 9 26 13.95
1975 9 27 15.42
1975 9 28 13.25
1975 9 29 14.33
1975 9 30 13.14
1975 10 1 10.31
1975 10 2 11
1975 10 3 14.56
1975 10 4 15.1
1975 10 5 12.58
1975 10 6 11.91
1975 10 7 12.08
1975 10 8 11.68
1975 10 9 12.96
1975 10 10 12.76
1975 10 11 10.68
1975 10 12 11.32
1975 10 13 12.91
1975 10 14 11.29
1975 10 15 11.54
1975 10 16 7.1
1975 10 17 6.92
1975 10 18 8
1975 10 19 7.98
1975 10 20 7.93
1975 10 21 8.17
1975 10 22 9.09
1975 10 23 5.49
1975 10 24 6.11
1975 10 25 6.22
1975 10 26 5.85
1975 10 27 5.82
1975 10 28 5.7
1975 10 29 3.17
1975 10 30 3.83
1975 10 31 2.79
1975 11 1 5.16
1975 11 2 5.5
1975 11 3 6.61
1975 11 4 9.25
1975 11 5 10.93
1975 11 6 10.27
1975 11 7 10.33
1975 11 8 10.37
1975 11 9 2.7
1975 11 10 2.17
1975 11 11 2.05
1975 11 12 5.14
1975 11 13 8.46
1975 11 14 9.01
1975 11 15 8.97
1975 11 16 7.64
1975 11 17 2.79
1975 11 18 4.65
1975 11 19 4.11
1975 11 20 4.76
1975 11 21 3.05
1975 11 22 3.25
1975 11 23 4.97
1975 11 24 -0.86
1975 11 25 -4.01
1975 11 26 -4.16
1975 11 27 -4.82
1975 11 28 -3.91
1975 11 29 -6.06
1975 11 30 -8.92
1975 12 1 -6.41
1975 12 2 -4.94
1975 12 3 -1.63
1975 12 4 -1.39
1975 12 5 -0.91
1975 12 6 -2.48
1975 12 7 0.99
1975 12 8 3.23
1975 12 9 6.63
1975 12 10 5.34
1975 12 11 7.49
1975 12 12 4.09
1975 12 13 -3.08
1975 12 14 -0.21
1975 12 15 -4.83
1975 12 16 -5.72
1975 12 17 -1.41
1975 12 18 0.73
1975 12 19 2.16
1975 12 20 4.8
1975 12 21 -1.55
1975 12 22 -3.59
1975 12 23 1.59
1975 12 24 4.15
1975 12 25 6.38
1975 12 26 8.01
1975 12 27 -0.59
1975 12 28 -2.36
1975 12 29 -6.07
1975 12 30 -8.1
1975 12 31 -6.34
1976 1 1 -3.41
1976 1 2 1.18
1976 1 3 3.74
1976 1 4 -3.84
1976 1 5 -4.45
1976 1 6 -1.85
1976 1 7 -0.5
1976 1 8 0.68
1976 1 9 1.07
1976 1 10 -4.67
1976 1 11 -4.01
1976 1 12 4.31
1976 1 13 1.57
1976 1 14 -4.17
1976 1 15 -3.98
1976 1 16 -3.16
1976 1 17 -2.65
1976 1 18 -4.74
1976 1 19 -3.17
1976 1 20 -1.86
1976 1 21 -2.9
1976 1 22 -0.32
1976 1 23 -1.85
1976 1 24 -0.74
1976 1 25 -4.33
1976 1 26 -3.2
1976 1 27 -3.45
1976 1 28 -2.66
1976 1 29 -1.03
1976 1 30 -1.33
1976 1 31 -3.04
1976 2 1 -3.21
1976 2 2 -2.71
1976 2 3 3.72
1976 2 4 4.35
1976 2 5 4.31
1976 2 6 4.14
1976 2 7 4.56
1976 2 8 -0.8
1976 2 9 -1.92
1976 2 10 -1.16
1976 2 11 2.99
1976 2 12 0.44
1976 2 13 -2.46
1976 2 14 -6.61
1976 2 15 0.36
1976 2 16 -2.06
1976 2 17 2.19
1976 2 18 3.71
1976 2 19 1.29
1976 2 20 -1.39
1976 2 21 0.25
1976 2 22 1.83
1976 2 23 2.8
1976 2 24 3.93
1976 2 25 0.31
1976 2 26 -0.54
1976 2 27 3.44
1976 2 28 5.92
1976 3 1 6.84
1976 3 2 4.79
1976 3 3 5.33
1976 3 4 6.93
1976 3 5 0.51
1976 3 6 0.16
1976 3 7 2.93
1976 3 8 8.75
1976 3 9 4.24
1976 3 10 2.65
1976 3 11 1.71
1976 3 12 8.65
1976 3 13 5.79
1976 3 14 1.46
1976 3 15 -2.55
1976 3 16 4.2
1976 3 17 4.21
1976 3 18 1.96
1976 3 19 5.94
1976 3 20 7.06
1976 3 21 0.14
1976 3 22 5.23
1976 3 23 0.53
1976 3 24 -2.27
1976 3 25 0.6
1976 3 26 5.29
1976 3 27 6.66
1976 3 28 6.07
1976 3 29 3.82
1976 3 30 5.57
1976 3 31 3.39
1976 4 1 7.51
1976 4 2 7.28
1976 4 3 10.83
1976 4 4 9.35
1976 4 5 9.4
1976 4 6 9.35
1976 4 7 11.53
1976 4 8 6.13
1976 4 9 5.52
1976 4 10 5.57
1976 4 11 8.27
1976 4 12 6.72
1976 4 13 5.28
1976 4 14 4.2
1976 4 15 4.5
1976 4 16 8.63
1976 4 17 7.91
1976 4 18 8.77
1976 4 19 14.38
1976 4 20 7.86
1976 4 21 7.21
1976 4 22 8
1976 4 23 4.43
1976 4 24 3.64
1976 4 25 4.54
1976 4 26 5.9
1976 4 27 7.32
1976 4 28 9.29
1976 4 29 12.21
1976 4 30 12.39
1976 5 1 14.42
1976 5 2 14.28
1976 5 3 11.63
1976 5 4 11.18
1976 5 5 12.48
1976 5 6 10.86
1976 5 7 10.88
1976 5 8 13.67
1976 5 9 11.9
1976 5 10 8.96
1976 5 11 6.35
1976 5 12 5.83
1976 5 13 8.34
1976 5 14 11.23
1976 5 15 14.39
1976 5 16 16.91
1976 5 17 17.54
1976 5 18 17.2
1976 5 19 13.96
1976 5 20 10.91
1976 5 21 12.98
1976 5 22 13.68
1976 5 23 15.35
1976 5 24 17.47
1976 5 25 16.92
1976 5 26 14.92
1976 5 27 14.11
1976 5 28 15
1976 5 29 14.96
1976 5 30 13.67
1976 5 31 11.94
1976 6 1 11.83
1976 6 2 13.85
1976 6 3 13.39
1976 6 4 14.36
1976 6 5 15.99
1976 6 6 15.85
1976 6 7 14.79
1976 6 8 14.71
1976 6 9 14.51
1976 6 10 15.77
1976 6 11 16.63
1976 6 12 17.1
1976 6 13 17.05
1976 6 14 17.25
1976 6 15 17.35
1976 6 16 17.77
1976 6 17 18.15
1976 6 18 18.17
1976 6 19 18.5
1976 6 20 18.04
1976 6 21 18.08
1976 6 22 18.82
1976 6 23 18.37
1976 6 24 18.73
1976 6 25 18.33
1976 6 26 17.88
1976 6 27 18.06
1976 6 28 18.23
1976 6 29 19.42
1976 6 30 18.16
1976 7 1 17.91
1976 7 2 16.7
1976 7 3 16.48
1976 7 4 17.08
1976 7 5 18.05
1976 7 6 17.63
1976 7 7 14.44
1976 7 8 15.07
1976 7 9 16.64
1976 7 10 16.63
1976 7 11 16.42
1976 7 12 16.2
1976 7 13 16.03
1976 7 14 16.12
1976 7 15 15.25
1976 7 16 16.04
1976 7 17 15.17
1976 7 18 16.53
1976 7 19 17.51
1976 7 20 15.12
1976 7 21 15.74
1976 7 22 16.89
1976 7 23 22.12
1976 7 24 20.81
1976 7 25 20.76
1976 7 26 20.34
1976 7 27 19.66
1976 7 28 20.06
1976 7 29 19.85
1976 7 30 20.73
1976 7 31 21.78
1976 8 1 22.03
1976 8 2 21.03
1976 8 3 19.9
1976 8 4 18.79
1976 8 5 17.92
1976 8 6 17.6
1976 8 7 17.87
1976 8 8 17.52
1976 8 9 18.73
1976 8 10 17.18
1976 8 11 16.96
1976 8 12 17.75
1976 8 13 16.85
1976 8 14 15.56
1976 8 15 15.47
1976 8 16 15.37
1976 8 17 15.4
1976 8 18 16.31
1976 8 19 17.61
1976 8 20 17.63
1976 8 21 18.28
1976 8 22 18.43
1976 8 23 17.16
1976 8 24 17.41
1976 8 25 17.66
1976 8 26 19.53
1976 8 27 19.24
1976 8 28 17.71
1976 8 29 16.16
1976 8 30 17.09
1976 8 31 17.19
1976 9 1 17.83
1976 9 2 18.03
1976 9 3 17.49
1976 9 4 17.54
1976 9 5 18.82
1976 9 6 16.39
1976 9 7 15.58
1976 9 8 15.15
1976 9 9 15.93
1976 9 10 15.74
1976 9 11 17.98
1976 9 12 15.77
1976 9 13 14.89
1976 9 14 13.2
1976 9 15 12.92
1976 9 16 13.47
1976 9 17 13.88
1976 9 18 13.33
1976 9 19 12.56
1976 9 20 13.43
1976 9 21 14.82
1976 9 22 14.47
1976 9 23 13.9
1976 9 24 15.93
1976 9 25 16.08
1976 9 26 14.77
1976 9 27 13.86
1976 9 28 13.54
1976 9 29 13.24
1976 9 30 11.71
1976 10 1 10.17
1976 10 2 9.43
1976 10 3 8.89
1976 10 4 9.9
1976 10 5 12.52
1976 10 6 14.58
1976 10 7 13.37
1976 10 8 17.18
1976 10 9 15.6
1976 10 10 14.1
1976 10 11 10.78
1976 10 12 9.3
1976 10 13 11.66
1976 10 14 11.35
1976 10 15 8.88
1976 10 16 5.21
1976 10 17 4.66
1976 10 18 6.26
1976 10 19 6.78
1976 10 20 9.26
1976 10 21 13.18
1976 10 22 10.13
1976 10 23 6.47
1976 10 24 1.94
1976 10 25 1.83
1976 10 26 2.41
1976 10 27 4.12
1976 10 28 6.02
1976 10 29 3.39
1976 10 30 3.81
1976 10 31 6.15
1976 11 1 1.84
1976 11 2 2.68
1976 11 3 3.64
1976 11 4 4.05
1976 11 5 4.29
1976 11 6 4.82
1976 11 7 4.45
1976 11 8 4.13
1976 11 9 3.76
1976 11 10 4.26
1976 11 11 4.72
1976 11 12 4.45
1976 11 13 7.97
1976 11 14 4.61
1976 11 15 2.39
1976 11 16 -0.36
1976 11 17 -2.42
1976 11 18 -1.66
1976 11 19 -2.61
1976 11 20 -2.26
1976 11 21 -1.9
1976 11 22 0.44
1976 11 23 5.49
1976 11 24 6.81
1976 11 25 6.06
1976 11 26 7.56
1976 11 27 5.28
1976 11 28 7.12
1976 11 29 10.03
1976 11 30 2.54
1976 12 1 9.56
1976 12 2 4.42
1976 12 3 -2.13
1976 12 4 -0.08
1976 12 5 0.89
1976 12 6 3.14
1976 12 7 6.7
1976 12 8 -0.8
1976 12 9 2.6
1976 12 10 -2.28
1976 12 11 -3.18
1976 12 12 -6.06
1976 12 13 -5.84
1976 12 14 -3.51
1976 12 15 -2.51
1976 12 16 0.49
1976 12 17 1.75
1976 12 18 2.88
1976 12 19 0.01
1976 12 20 1.44
1976 12 21 -1.6
1976 12 22 2.21
1976 12 23 -1.51
1976 12 24 -0.6
1976 12 25 1.88
1976 12 26 3.83
1976 12 27 -2.19
1976 12 28 -2.46
1976 12 29 -5.2
1976 12 30 -0.14
1976 12 31 -2.05
1977 1 1 -0.72
1977 1 2 1.36
1977 1 3 -2.7
1977 1 4 -1.45
1977 1 5 -3.83
1977 1 6 -5.32
1977 1 7 -9.69
1977 1 8 -8.91
1977 1 9 -7.43
1977 1 10 -5.95
1977 1 11 -6.28
1977 1 12 -4.15
1977 1 13 -3.42
1977 1 14 -0.46
1977 1 15 1.47
1977 1 16 -2.33
1977 1 17 -4.98
1977 1 18 -6.04
1977 1 19 -6.35
1977 1 20 -4.63
1977 1 21 -5.42
1977 1 22 -1.96
1977 1 23 1.85
1977 1 24 5.11
1977 1 25 2.09
1977 1 26 -0.68
1977 1 27 -4.72
1977 1 28 -4.14
1977 1 29 -4.12
1977 1 30 -0.35
1977 1 31 4.19
1977 2 1 -1.35
1977 2 2 -3.18
1977 2 3 1.89
1977 2 4 1.29
1977 2 5 2.52
1977 2 6 -0.74
1977 2 7 -5.78
1977 2 8 -4.34
1977 2 9 4.15
1977 2 10 -2.13
1977 2 11 -4.29
1977 2 12 -2.34
1977 2 13 -0.28
1977 2 14 3.97
1977 2 15 2.95
1977 2 16 3.21
1977 2 17 0.58
1977 2 18 -0.75
1977 2 19 -0.46
1977 2 20 -3.11
1977 2 21 -5.09
1977 2 22 -10.3
1977 2 23 -4.12
1977 2 24 -4.09
1977 2 25 -4.59
1977 2 26 -0.74
1977 2 27 2.94
1977 2 28 6.53
1977 3 1 0.49
1977 3 2 7.86
1977 3 3 2.99
1977 3 4 3.85
1977 3 5 3.19
1977 3 6 5.79
1977 3 7 2.32
1977 3 8 5.53
1977 3 9 1.3
1977 3 10 -3.54
1977 3 11 -3.47
1977 3 12 -2.08
1977 3 13 1.86
1977 3 14 4.68
1977 3 15 2.63
1977 3 16 4.17
1977 3 17 3.31
1977 3 18 3.24
1977 3 19 7.98
1977 3 20 5.09
1977 3 21 1.63
1977 3 22 1.24
1977 3 23 8.51
1977 3 24 2.55
1977 3 25 3.81
1977 3 26 6.86
1977 3 27 4.73
1977 3 28 3.19
1977 3 29 9.91
1977 3 30 3.56
1977 3 31 4.31
1977 4 1 3.63
1977 4 2 5.54
1977 4 3 6.55
1977 4 4 5.42
1977 4 5 6.3
1977 4 6 7.91
1977 4 7 9.53
1977 4 8 11.1
1977 4 9 12.05
1977 4 10 10.65
1977 4 11 9.44
1977 4 12 2.85
1977 4 13 8.52
1977 4 14 7.37
1977 4 15 4.31
1977 4 16 8.07
1977 4 17 10.93
1977 4 18 11.94
1977 4 19 9.76
1977 4 20 8.61
1977 4 21 7.04
1977 4 22 2.27
1977 4 23 6.33
1977 4 24 8.79
1977 4 25 7.29
1977 4 26 6.77
1977 4 27 10.15
1977 4 28 14.25
1977 4 29 8.05
1977 4 30 7.69
1977 5 1 4.07
1977 5 2 5.78
1977 5 3 4.96
1977 5 4 8.86
1977 5 5 9.23
1977 5 6 11
1977 5 7 9.09
1977 5 8 7.14
1977 5 9 11.46
1977 5 10 9.49
1977 5 11 10.59
1977 5 12 15.94
1977 5 13 14.99
1977 5 14 16.09
1977 5 15 13.91
1977 5 16 11.5
1977 5 17 12.86
1977 5 18 13.39
1977 5 19 15.74
1977 5 20 15.31
1977 5 21 12.9
1977 5 22 13.03
1977 5 23 14.84
1977 5 24 15.86
1977 5 25 16.87
1977 5 26 18.59
1977 5 27 18.21
1977 5 28 16.95
1977 5 29 15.58
1977 5 30 15.37
1977 5 31 15
1977 6 1 11.16
1977 6 2 13.2
1977 6 3 15.56
1977 6 4 16.36
1977 6 5 16.63
1977 6 6 16.05
1977 6 7 16.76
1977 6 8 17.97
1977 6 9 18.13
1977 6 10 17.68
1977 6 11 19.75
1977 6 12 17.76
1977 6 13 16.46
1977 6 14 20.01
1977 6 15 19.85
1977 6 16 20.03
1977 6 17 18.65
1977 6 18 18.88
1977 6 19 18.65
1977 6 20 18.68
1977 6 21 19.46
1977 6 22 18.92
1977 6 23 20.12
1977 6 24 19.8
1977 6 25 19.05
1977 6 26 19.24
1977 6 27 18.62
1977 6 28 19.57
1977 6 29 19.93
1977 6 30 22.64
1977 7 1 20.04
1977 7 2 19.19
1977 7 3 20.3
1977 7 4 22.52
1977 7 5 21.67
1977 7 6 20.01
1977 7 7 17.61
1977 7 8 19.89
1977 7 9 23.22
1977 7 10 21.87
1977 7 11 20.16
1977 7 12 18.96
1977 7 13 18.39
1977 7 14 19.37
1977 7 15 20.03
1977 7 16 19.46
1977 7 17 19.81
1977 7 18 20.08
1977 7 19 21.7
1977 7 20 23.47
1977 7 21 20.11
1977 7 22 17.64
1977 7 23 16.35
1977 7 24 18.02
1977 7 25 18.08
1977 7 26 16.47
1977 7 27 15.86
1977 7 28 16.11
1977 7 29 17.29
1977 7 30 17.77
1977 7 31 18.9
1977 8 1 18.57
1977 8 2 18.76
1977 8 3 18.54
1977 8 4 16.41
1977 8 5 15.2
1977 8 6 14.82
1977 8 7 16.61
1977 8 8 16.3
1977 8 9 17.06
1977 8 10 16.71
1977 8 11 17.42
1977 8 12 17.4
1977 8 13 17.82
1977 8 14 14.99
1977 8 15 17.1
1977 8 16 19.6
1977 8 17 20.49
1977 8 18 21.16
1977 8 19 20.12
1977 8 20 19.41
1977 8 21 18.86
1977 8 22 17.32
1977 8 23 16.72
1977 8 24 17.28
1977 8 25 16.61
1977 8 26 16.01
1977 8 27 17.62
1977 8 28 18.21
1977 8 29 17.74
1977 8 30 17.91
1977 8 31 17.93
1977 9 1 18.78
1977 9 2 19.27
1977 9 3 16.81
1977 9 4 15.46
1977 9 5 14.73
1977 9 6 14.93
1977 9 7 15.79
1977 9 8 17.13
1977 9 9 18.26
1977 9 10 18.1
1977 9 11 17.79
1977 9 12 14.72
1977 9 13 14.69
1977 9 14 14.58
1977 9 15 14.37
1977 9 16 14.52
1977 9 17 13.84
1977 9 18 13.27
1977 9 19 12.7
1977 9 20 12.25
1977 9 21 11.64
1977 9 22 12.02
1977 9 23 11.74
1977 9 24 11.99
1977 9 25 12.67
1977 9 26 12.06
1977 9 27 14.03
1977 9 28 12.97
1977 9 29 14.34
1977 9 30 13.75
1977 10 1 12.93
1977 10 2 11.67
1977 10 3 9.76
1977 10 4 9.9
1977 10 5 10.52
1977 10 6 17.31
1977 10 7 10.17
1977 10 8 6.12
1977 10 9 6.71
1977 10 10 9.04
1977 10 11 9.19
1977 10 12 11.13
1977 10 13 12.68
1977 10 14 12.23
1977 10 15 12.16
1977 10 16 10.74
1977 10 17 7.11
1977 10 18 5
1977 10 19 4.53
1977 10 20 5.08
1977 10 21 6.15
1977 10 22 8.59
1977 10 23 7.93
1977 10 24 6.48
1977 10 25 6.38
1977 10 26 5.15
1977 10 27 0.81
1977 10 28 -1.3
1977 10 29 0.33
1977 10 30 0.09
1977 10 31 1.75
1977 11 1 3.36
1977 11 2 4.36
1977 11 3 5.52
1977 11 4 6.18
1977 11 5 6.71
1977 11 6 6.76
1977 11 7 6.13
1977 11 8 4.06
1977 11 9 1.51
1977 11 10 -2
1977 11 11 -1.79
1977 11 12 -0.17
1977 11 13 1.19
1977 11 14 4.25
1977 11 15 3.98
1977 11 16 0.53
1977 11 17 2.12
1977 11 18 4.31
1977 11 19 7.67
1977 11 20 7.87
1977 11 21 1.09
1977 11 22 -3.09
1977 11 23 -4.6
1977 11 24 -4.17
1977 11 25 -3.6
1977 11 26 -0.81
1977 11 27 -2.35
1977 11 28 -4.84
1977 11 29 -5.11
1977 11 30 -1.97
1977 12 1 -0.47
1977 12 2 -0.61
1977 12 3 2.04
1977 12 4 3.38
1977 12 5 3.9
1977 12 6 3.81
1977 12 7 2.37
1977 12 8 1.89
1977 12 9 1.75
1977 12 10 2.6
1977 12 11 6.4
1977 12 12 1.43
1977 12 13 6.63
1977 12 14 2.56
1977 12 15 2.37
1977 12 16 1.3
1977 12 17 -0.6
1977 12 18 -0.46
1977 12 19 -0.32
1977 12 20 0.24
1977 12 21 -0.47
1977 12 22 0.65
1977 12 23 -0.79
1977 12 24 -0.25
1977 12 25 2.31
1977 12 26 2.24
1977 12 27 2.95
1977 12 28 -0.73
1977 12 29 0.66
1977 12 30 5.86
1977 12 31 -6.33
1978 1 1 -8.26
1978 1 2 -6.2
1978 1 3 -9.01
1978 1 4 -4.84
1978 1 5 -0.35
1978 1 6 1.51
1978 1 7 -1.71
1978 1 8 -11.15
1978 1 9 -9.72
1978 1 10 -9.32
1978 1 11 -4.18
1978 1 12 -8.91
1978 1 13 -7.07
1978 1 14 -6.61
1978 1 15 -5.6
1978 1 16 1.64
1978 1 17 -6.28
1978 1 18 -4.94
1978 1 19 -2.75
1978 1 20 1.06
1978 1 21 -0.58
1978 1 22 1.06
1978 1 23 -0.77
1978 1 24 -3.58
1978 1 25 -8.56
1978 1 26 -0.41
1978 1 27 -0.08
1978 1 28 5.14
1978 1 29 1.19
1978 1 30 -1.4
1978 1 31 -2.37
1978 2 1 -4.06
1978 2 2 -1.87
1978 2 3 -2.6
1978 2 4 -1.15
1978 2 5 3.43
1978 2 6 0.62
1978 2 7 0.03
1978 2 8 1.8
1978 2 9 3.84
1978 2 10 -3.09
1978 2 11 -0.87
1978 2 12 3.54
1978 2 13 6.01
1978 2 14 3.36
1978 2 15 -3.58
1978 2 16 -2.52
1978 2 17 3.11
1978 2 18 2.45
1978 2 19 0.84
1978 2 20 7.02
1978 2 21 1.72
1978 2 22 -1.52
1978 2 23 -1.4
1978 2 24 -0.22
1978 2 25 -2.99
1978 2 26 -3.16
1978 2 27 -2.56
1978 2 28 0.34
1978 3 1 1.56
1978 3 2 3.58
1978 3 3 -0.01
1978 3 4 -1.77
1978 3 5 -0.34
1978 3 6 0.15
1978 3 7 3.42
1978 3 8 7.34
1978 3 9 4.71
1978 3 10 2.05
1978 3 11 6.48
1978 3 12 7.36
1978 3 13 0.88
1978 3 14 4.71
1978 3 15 -1.33
1978 3 16 -0.44
1978 3 17 -1.12
1978 3 18 1.02
1978 3 19 3.63
1978 3 20 6.51
1978 3 21 12.14
1978 3 22 7.13
1978 3 23 7.96
1978 3 24 3.19
1978 3 25 4.47
1978 3 26 -0.47
1978 3 27 -0.45
1978 3 28 5.24
1978 3 29 9.45
1978 3 30 11.85
1978 3 31 7.47
1978 4 1 1.8
1978 4 2 3.09
1978 4 3 6.52
1978 4 4 9.61
1978 4 5 11.57
1978 4 6 10.02
1978 4 7 15.88
1978 4 8 8.71
1978 4 9 6.91
1978 4 10 6.26
1978 4 11 6.15
1978 4 12 8.83
1978 4 13 6.35
1978 4 14 5.15
1978 4 15 5.13
1978 4 16 4.24
1978 4 17 5.75
1978 4 18 8.99
1978 4 19 10.55
1978 4 20 10.86
1978 4 21 11.72
1978 4 22 14.29
1978 4 23 9.13
1978 4 24 8.16
1978 4 25 8.17
1978 4 26 11.89
1978 4 27 13.45
1978 4 28 13.5
1978 4 29 12.3
1978 4 30 11.99
1978 5 1 8.92
1978 5 2 8.46
1978 5 3 12.73
1978 5 4 9.43
1978 5 5 11.8
1978 5 6 10.15
1978 5 7 6.83
1978 5 8 5.9
1978 5 9 7.76
1978 5 10 8.54
1978 5 11 10.81
1978 5 12 10.76
1978 5 13 9.91
1978 5 14 12.43
1978 5 15 11.8
1978 5 16 13.4
1978 5 17 14.33
1978 5 18 15.16
1978 5 19 11.2
1978 5 20 12.94
1978 5 21 11.13
1978 5 22 9.1
1978 5 23 10.29
1978 5 24 14.26
1978 5 25 17.59
1978 5 26 17.15
1978 5 27 16.46
1978 5 28 16.34
1978 5 29 17.8
1978 5 30 17.64
1978 5 31 17.18
1978 6 1 17.9
1978 6 2 17.86
1978 6 3 17.13
1978 6 4 17.31
1978 6 5 18.07
1978 6 6 17.85
1978 6 7 17.69
1978 6 8 17.94
1978 6 9 17.61
1978 6 10 17.84
1978 6 11 18.49
1978 6 12 18.25
1978 6 13 17.68
1978 6 14 18.53
1978 6 15 19.94
1978 6 16 21.05
1978 6 17 21.41
1978 6 18 21.84
1978 6 19 22.54
1978 6 20 21.61
1978 6 21 19.43
1978 6 22 17.83
1978 6 23 17.77
1978 6 24 17.85
1978 6 25 18.05
1978 6 26 18.4
1978 6 27 18.61
1978 6 28 18.02
1978 6 29 20.02
1978 6 30 20.42
1978 7 1 19.02
1978 7 2 19.87
1978 7 3 18.98
1978 7 4 19.03
1978 7 5 18.35
1978 7 6 19.92
1978 7 7 21.84
1978 7 8 19.65
1978 7 9 19.2
1978 7 10 21.24
1978 7 11 21.18
1978 7 12 20.36
1978 7 13 20.42
1978 7 14 20.97
1978 7 15 19.34
1978 7 16 19.24
1978 7 17 19.51
1978 7 18 18.79
1978 7 19 19.41
1978 7 20 20.14
1978 7 21 20.32
1978 7 22 20.37
1978 7 23 19.98
1978 7 24 19.32
1978 7 25 16.87
1978 7 26 16.97
1978 7 27 17.07
1978 7 28 18.46
1978 7 29 19.85
1978 7 30 19.48
1978 7 31 19.17
1978 8 1 19.27
1978 8 2 19.83
1978 8 3 20.4
1978 8 4 19.36
1978 8 5 19.98
1978 8 6 17.69
1978 8 7 16.65
1978 8 8 16.41
1978 8 9 17.69
1978 8 10 17.41
1978 8 11 21.45
1978 8 12 24.37
1978 8 13 22.27
1978 8 14 22.21
1978 8 15 23.37
1978 8 16 21.42
1978 8 17 20.2
1978 8 18 20.3
1978 8 19 20.87
1978 8 20 19.99
1978 8 21 17.17
1978 8 22 15.72
1978 8 23 17.35
1978 8 24 17.78
1978 8 25 18.41
1978 8 26 18.87
1978 8 27 19.31
1978 8 28 19.16
1978 8 29 19.86
1978 8 30 19.53
1978 8 31 19.03
1978 9 1 19.26
1978 9 2 19.16
1978 9 3 18.84
1978 9 4 16.51
1978 9 5 15.53
1978 9 6 14.37
1978 9 7 13.68
1978 9 8 13.59
1978 9 9 13.11
1978 9 10 10.9
1978 9 11 12.31
1978 9 12 13.09
1978 9 13 13.88
1978 9 14 13.46
1978 9 15 15.21
1978 9 16 14.97
1978 9 17 15.96
1978 9 18 13.87
1978 9 19 13.03
1978 9 20 13.01
1978 9 21 14.89
1978 9 22 13.2
1978 9 23 13.38
1978 9 24 14.15
1978 9 25 13.91
1978 9 26 13.52
1978 9 27 14.5
1978 9 28 12.75
1978 9 29 8.93
1978 9 30 12.97
1978 10 1 12.36
1978 10 2 10.4
1978 10 3 13.23
1978 10 4 16.28
1978 10 5 14.01
1978 10 6 9.77
1978 10 7 9.81
1978 10 8 8.41
1978 10 9 8.95
1978 10 10 8.1
1978 10 11 6.16
1978 10 12 6.51
1978 10 13 7.89
1978 10 14 12.38
1978 10 15 3.73
1978 10 16 3.4
1978 10 17 5.7
1978 10 18 5.88
1978 10 19 4.71
1978 10 20 -1.16
1978 10 21 0.22
1978 10 22 0.57
1978 10 23 2.62
1978 10 24 4.65
1978 10 25 5.04
1978 10 26 4.07
1978 10 27 3.41
1978 10 28 3.19
1978 10 29 3.98
1978 10 30 3.77
1978 10 31 2.25
1978 11 1 4.53
1978 11 2 4.79
1978 11 3 8.89
1978 11 4 7.08
1978 11 5 3.91
1978 11 6 2.77
1978 11 7 1.83
1978 11 8 3.05
1978 11 9 4.15
1978 11 10 2.32
1978 11 11 3.16
1978 11 12 4.32
1978 11 13 1.29
1978 11 14 2.48
1978 11 15 8
1978 11 16 3.53
1978 11 17 2.64
1978 11 18 1.01
1978 11 19 -1.08
1978 11 20 -0.96
1978 11 21 3.15
1978 11 22 1.92
1978 11 23 3.65
1978 11 24 0.1
1978 11 25 0.26
1978 11 26 1.88
1978 11 27 3.96
1978 11 28 7.02
1978 11 29 -3.35
1978 11 30 -6.38
1978 12 1 -5.26
1978 12 2 -1.27
1978 12 3 -3.61
1978 12 4 -2.59
1978 12 5 -1.25
1978 12 6 -1.93
1978 12 7 -0.94
1978 12 8 -4.21
1978 12 9 -5.29
1978 12 10 -4.05
1978 12 11 -4.85
1978 12 12 1.81
1978 12 13 2.63
1978 12 14 4.36
1978 12 15 7.2
1978 12 16 4.86
1978 12 17 -3.19
1978 12 18 -6.54
1978 12 19 -6.99
1978 12 20 -6.36
1978 12 21 -1.88
1978 12 22 -2.72
1978 12 23 -3.72
1978 12 24 -1.11
1978 12 25 -0.42
1978 12 26 -2.06
1978 12 27 -0.07
1978 12 28 -3.58
1978 12 29 -7.58
1978 12 30 -13.84
1978 12 31 -17.54
1979 1 1 -14.41
1979 1 2 -11.96
1979 1 3 -9.09
1979 1 4 -10.49
1979 1 5 -9.55
1979 1 6 -6.21
1979 1 7 -2.22
1979 1 8 -2.51
1979 1 9 -6.11
1979 1 10 -9.16
1979 1 11 -7.27
1979 1 12 -7.91
1979 1 13 -7.37
1979 1 14 -6.22
1979 1 15 -1.89
1979 1 16 2.06
1979 1 17 -2.45
1979 1 18 -5.73
1979 1 19 -3.93
1979 1 20 -2.32
1979 1 21 -6.7
1979 1 22 -7.98
1979 1 23 -4.75
1979 1 24 -1.21
1979 1 25 -0.76
1979 1 26 -4.69
1979 1 27 -4.11
1979 1 28 -1.35
1979 1 29 -3.65
1979 1 30 -4.75
1979 1 31 -1.22
1979 2 1 2.52
1979 2 2 4.83
1979 2 3 -3.52
1979 2 4 -3.37
1979 2 5 2.84
1979 2 6 -6.7
1979 2 7 -8.44
1979 2 8 5.12
1979 2 9 0.12
1979 2 10 -2.13
1979 2 11 0.29
1979 2 12 -2.39
1979 2 13 -2.22
1979 2 14 -3.97
1979 2 15 -4.95
